Rank,D_Score,E_Score,Penalty,Score,year,Name,nation,Round_AAfinal,Round_TeamFinal,Round_TeamQual,Round_final,Round_qual
3.0,4.4,8.766,0.0,13.166,2023,502,89,False,False,False,True,False
3.0,4.4,8.633,0.0,13.033,2023,502,89,False,False,False,False,True
3.0,4.0,8.7,0.0,12.7,2023,502,89,False,False,False,True,False
4.0,4.0,8.633,0.0,12.633,2023,502,89,False,False,False,False,True
3.0,4.4,8.733,0.0,13.133,2023,502,89,False,False,False,True,False
4.0,4.4,8.766,0.0,13.166,2023,502,89,False,False,False,False,True
4.0,5.0,8.533,0.0,13.533,2023,502,89,False,False,False,True,False
5.0,4.0,8.866,0.0,12.866,2023,502,89,False,False,False,False,True
4.0,4.4,8.833,0.0,13.233,2023,502,89,False,False,False,True,False
5.0,4.4,8.633,0.0,13.033,2023,502,89,False,False,False,False,True
10.0,3.8,8.633,0.0,12.433,2023,390,80,False,False,False,False,True
10.0,3.4,8.5,0.0,11.9,2023,390,80,False,False,False,False,True
11.0,3.0,7.366,0.1,10.266,2022,609,58,False,False,False,False,True
53.0,3.6,8.2,0.0,11.8,2022,289,30,False,False,False,False,True
124.0,3.6,8.466,0.0,12.066,2022,534,62,False,False,False,False,True
151.0,3.2,8.533,0.3,11.433,2023,534,62,False,False,False,False,True
39.0,3.4,8.366,0.0,11.766,2023,383,72,False,False,False,False,True
0.0,4.2,8.45,0.0,12.65,2022,8,88,True,False,False,False,False
26.0,4.6,9.033,0.0,13.633,2023,378,71,False,False,False,False,True
30.0,4.6,8.666,0.1,13.166,2023,378,71,False,False,False,False,True
110.0,3.2,8.366,0.1,11.466,2022,408,67,False,False,False,False,True
146.0,3.2,8.6,0.0,11.8,2023,408,67,False,False,False,False,True
17.0,3.2,8.533,0.0,11.733,2023,408,67,False,False,False,False,True
17.0,3.2,8.5,0.0,11.7,2023,408,67,False,False,False,False,True
79.0,3.6,8.733,0.0,12.333,2023,408,67,False,False,False,False,True
68.0,4.2,8.9,0.0,13.1,2023,458,1,False,False,False,False,True
0.0,4.2,8.567,0.0,12.767,2023,458,1,False,True,False,False,False
0.0,4.2,8.433,0.0,12.633,2023,458,1,False,False,True,False,False
22.0,4.2,7.866,0.0,12.066,2023,458,1,True,False,False,False,False
29.0,5.0,8.633,0.0,13.633,2023,103,38,False,False,False,False,True
78.0,4.2,8.533,0.3,12.433,2023,103,38,False,False,False,False,True
6.0,5.0,9.166,0.0,14.166,2022,27,45,True,False,False,False,False
0.0,5.0,9.3,0.0,14.3,2022,27,45,False,True,False,False,False
10.0,5.0,9.233,0.0,14.233,2022,27,45,False,False,False,False,True
11.0,5.0,8.666,0.0,13.666,2022,27,45,False,False,False,False,True
5.0,5.0,9.1,0.0,14.1,2022,27,45,False,True,False,False,False
8.0,5.0,8.933,0.0,13.933,2023,27,45,True,False,False,False,False
0.0,5.0,9.166,0.0,14.166,2023,27,45,False,True,False,False,False
14.0,5.0,9.0,0.0,14.0,2023,27,45,False,False,False,False,True
4.0,5.0,9.0,0.0,14.0,2023,27,45,True,False,False,False,False
5.0,5.0,9.0,0.0,14.0,2023,27,45,False,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2022,91,45,False,False,False,True,False
8.0,5.0,8.766,0.0,13.766,2022,91,45,False,False,False,False,True
3.0,5.0,8.766,0.0,13.766,2022,91,45,False,False,False,False,True
8.0,5.0,8.833,0.0,13.833,2022,91,45,False,True,False,False,False
2.0,4.8,8.533,0.0,13.333,2022,91,45,False,False,False,True,False
3.0,4.8,8.8,0.0,13.6,2022,91,45,False,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2023,91,45,False,False,False,True,False
1.0,5.0,9.133,0.0,14.133,2023,91,45,False,False,False,False,True
2.0,4.2,8.9,0.0,13.1,2023,91,45,False,False,False,True,False
1.0,4.8,9.1,0.0,13.9,2023,91,45,False,False,False,False,True
2.0,5.0,9.0,0.0,14.0,2023,91,45,False,False,False,True,False
7.0,5.0,8.933,0.0,13.933,2023,91,45,False,False,False,False,True
3.0,5.0,8.933,0.0,13.933,2023,91,45,False,False,False,False,True
2.0,4.8,8.7,0.3,13.2,2023,91,45,False,False,False,True,False
3.0,4.2,8.7,0.0,12.9,2023,91,45,False,False,False,False,True
20.0,3.6,8.5,0.0,12.1,2023,225,24,False,False,False,False,True
20.0,3.4,8.533,0.0,11.933,2023,225,24,False,False,False,False,True
0.0,4.4,7.466,0.3,11.566,2023,34,61,False,False,False,False,True
146.0,3.2,8.6,0.0,11.8,2023,429,8,False,False,False,False,True
90.0,4.2,8.466,0.0,12.666,2022,483,72,False,False,False,False,True
10.0,4.2,8.75,0.0,12.95,2022,483,72,False,False,False,False,True
10.0,3.8,8.8,0.0,12.6,2022,483,72,False,False,False,False,True
62.0,4.2,8.933,0.0,13.133,2023,483,72,False,False,False,False,True
7.0,4.2,8.75,0.0,12.95,2022,483,72,True,False,False,False,False
7.0,3.8,8.6,0.1,12.3,2022,483,72,False,False,False,True,False
7.0,3.8,8.95,0.0,12.75,2022,483,72,False,False,False,False,True
0.0,4.2,8.333,0.0,12.533,2023,301,10,False,False,True,False,False
10.0,4.2,8.55,0.0,12.75,2023,249,30,False,False,False,False,True
10.0,3.8,8.75,0.0,12.55,2023,249,30,False,False,False,False,True
36.0,3.6,8.3,0.1,11.8,2023,403,30,False,False,False,False,True
23.0,4.2,8.6,0.0,12.8,2022,291,30,False,False,False,False,True
103.0,3.2,8.466,0.1,11.566,2022,295,59,False,False,False,False,True
22.0,3.2,8.566,0.0,11.766,2023,295,59,False,False,False,False,True
71.0,4.2,8.566,0.1,12.666,2023,295,59,False,False,False,False,True
5.0,5.0,9.166,0.1,14.066,2023,447,29,True,False,False,False,False
0.0,5.0,9.4,0.0,14.4,2023,447,29,False,True,False,False,False
35.0,3.2,8.3,1.0,10.5,2023,476,69,False,False,False,False,True
0.0,3.2,8.1,0.0,11.3,2023,478,69,False,True,False,False,False
0.0,3.2,7.933,0.0,11.133,2023,478,69,False,False,True,False,False
41.0,3.2,8.466,0.0,11.666,2023,357,1,False,False,False,False,True
36.0,4.6,8.8,0.0,13.4,2022,363,12,False,False,False,False,True
6.0,4.6,8.6,0.0,13.2,2022,363,12,True,False,False,False,False
2.0,4.0,8.9,0.0,12.9,2022,363,12,False,False,False,True,False
2.0,4.0,8.9,0.0,12.9,2022,363,12,False,False,False,False,True
3.0,4.0,8.633,0.0,12.633,2022,364,12,False,False,False,True,False
3.0,4.0,8.6,0.0,12.6,2022,364,12,False,False,False,False,True
3.0,4.2,8.733,0.0,12.933,2022,364,12,False,False,False,False,True
3.0,4.2,8.866,0.0,13.066,2022,364,12,False,False,False,True,False
0.0,5.4,8.6,0.3,13.7,2022,162,29,False,True,False,False,False
3.0,5.4,9.1,0.0,14.5,2022,162,29,False,False,False,True,False
5.0,5.4,9.033,0.0,14.433,2022,162,29,False,False,False,False,True
3.0,5.4,9.033,0.0,14.433,2022,162,29,False,False,False,False,True
3.0,5.0,8.933,0.1,13.833,2022,162,29,False,False,False,True,False
3.0,5.0,9.166,0.0,14.166,2022,162,29,False,False,False,False,True
0.0,5.4,8.9,0.0,14.3,2023,162,29,False,True,False,False,False
9.0,5.4,7.8,0.0,13.2,2023,162,29,False,False,False,True,False
7.0,5.4,9.0,0.0,14.4,2023,162,29,False,False,False,False,True
8.0,5.4,9.0,0.0,14.4,2023,162,29,False,False,False,False,True
9.0,4.2,8.966,0.0,13.166,2023,162,29,False,False,False,True,False
8.0,4.2,8.966,0.0,13.166,2023,162,29,False,False,False,False,True
1.0,5.4,8.933,0.0,14.333,2023,162,29,False,False,False,True,False
7.0,5.4,7.533,0.3,12.633,2023,162,29,False,False,False,False,True
1.0,4.2,8.833,0.0,13.033,2023,162,29,False,False,False,True,False
7.0,4.2,8.4,0.0,12.6,2023,162,29,False,False,False,False,True
1.0,5.4,9.0,0.0,14.4,2023,162,29,False,False,False,True,False
1.0,5.4,8.533,0.1,13.833,2023,162,29,False,False,False,False,True
1.0,4.2,9.0,0.0,13.2,2023,162,29,False,False,False,True,False
1.0,4.2,8.766,0.0,12.966,2023,162,29,False,False,False,False,True
1.0,5.4,8.9,0.0,14.3,2023,162,29,False,False,False,True,False
1.0,5.4,8.966,0.0,14.366,2023,162,29,False,False,False,False,True
1.0,5.4,8.966,0.0,14.366,2023,162,29,False,False,False,False,True
1.0,4.2,9.1,0.0,13.3,2023,162,29,False,False,False,True,False
1.0,4.2,9.166,0.0,13.366,2023,162,29,False,False,False,False,True
15.0,3.6,8.3,0.0,11.9,2023,314,69,True,False,False,False,False
8.0,4.2,8.65,0.0,12.85,2023,314,69,False,False,False,False,True
107.0,4.2,8.3,0.1,12.4,2022,485,69,False,False,False,False,True
16.0,4.2,7.65,0.0,11.85,2023,595,69,True,False,False,False,False
19.0,4.2,8.35,0.0,12.55,2023,595,69,False,False,False,False,True
0.0,3.2,7.867,0.0,11.067,2023,597,69,False,True,False,False,False
0.0,4.2,8.467,0.0,12.667,2023,597,69,False,False,True,False,False
0.0,4.2,8.4,0.0,12.6,2023,315,69,False,False,True,False,False
23.0,3.6,8.433,0.0,12.033,2023,596,69,True,False,False,False,False
0.0,5.0,9.2,0.0,14.2,2022,329,88,False,False,False,False,True
0.0,5.0,9.3,0.0,14.3,2022,329,88,False,False,False,True,False
0.0,4.2,9.2,0.0,13.4,2023,329,88,True,False,False,False,False
0.0,5.0,9.0,0.0,14.0,2023,329,88,False,False,False,False,True
0.0,5.0,9.1,0.0,14.1,2023,329,88,False,False,False,True,False
2.0,5.0,9.133,0.0,14.133,2023,329,88,True,False,False,False,False
102.0,3.4,8.466,0.0,11.866,2023,220,19,False,False,False,False,True
0.0,5.0,9.3,0.0,14.3,2022,39,88,False,False,False,False,True
0.0,5.0,9.3,0.0,14.3,2022,39,88,False,False,False,True,False
0.0,4.2,8.95,0.0,13.15,2022,39,88,True,False,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,39,88,True,False,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,39,88,False,False,False,False,True
0.0,5.0,9.0,0.0,14.0,2023,39,88,False,False,False,True,False
0.0,5.0,8.85,0.0,13.85,2023,39,88,True,False,False,False,False
7.0,4.2,8.6,0.0,12.8,2022,607,30,False,False,False,True,False
18.0,4.2,8.7,0.0,12.9,2022,607,30,False,False,False,False,True
7.0,3.6,8.75,0.0,12.35,2022,607,30,False,False,False,True,False
18.0,3.6,8.65,0.0,12.25,2022,607,30,False,False,False,False,True
12.0,4.2,8.6,0.0,12.8,2022,607,41,True,False,False,False,False
13.0,3.6,8.3,0.0,11.9,2022,607,41,False,False,False,False,True
21.0,4.2,8.5,0.1,12.6,2023,292,12,False,False,False,False,True
21.0,3.4,7.7,0.1,11.0,2023,292,12,False,False,False,False,True
23.0,4.2,8.6,0.0,12.8,2022,533,30,False,False,False,False,True
0.0,5.0,7.35,0.0,12.35,2022,587,88,True,False,False,False,False
0.0,4.2,9.0,0.0,13.2,2023,36,88,True,False,False,False,False
88.0,3.6,8.566,0.0,12.166,2023,192,20,False,False,False,False,True
8.0,4.2,8.9,0.0,13.1,2023,585,14,False,False,False,False,True
19.0,3.4,7.7,0.0,11.1,2023,361,18,True,False,False,False,False
29.0,3.4,8.4,0.0,11.8,2023,361,18,False,False,False,False,True
25.0,4.2,8.3,0.3,12.2,2023,277,46,False,False,False,False,True
35.0,3.2,8.649999999999999,0.0,11.85,2023,163,30,False,False,False,False,True
14.0,4.2,8.5,0.3,12.4,2022,77,71,False,False,False,False,True
14.0,3.6,8.7,0.0,12.3,2022,77,71,False,False,False,False,True
65.0,4.2,8.3,0.0,12.5,2022,77,71,False,False,False,False,True
13.0,4.2,8.75,0.0,12.95,2022,77,71,False,False,False,False,True
13.0,3.6,8.4,0.0,12.0,2022,77,71,False,False,False,False,True
16.0,3.6,8.733,0.0,12.333,2023,35,4,True,False,False,False,False
38.0,3.2,8.566,0.0,11.766000000000002,2023,35,4,False,False,False,False,True
0.0,4.2,8.85,0.0,13.05,2023,297,88,True,False,False,False,False
100.0,4.4,8.533,0.0,12.933,2023,462,79,False,False,False,False,True
102.0,4.2,8.8,0.1,12.9,2023,553,24,False,False,False,False,True
19.0,3.6,7.666,0.1,11.166,2023,25,35,False,False,False,False,True
19.0,3.4,8.4,0.0,11.8,2023,25,35,False,False,False,False,True
95.0,4.2,8.4,0.0,12.6,2022,179,50,False,False,False,False,True
152.0,3.6,7.733,0.0,11.333,2023,306,61,False,False,False,False,True
32.0,3.6,7.733,0.0,11.333,2023,306,61,False,False,False,False,True
32.0,3.4,8.766,0.0,12.166,2023,306,61,False,False,False,False,True
13.0,4.2,8.766,0.0,12.966,2023,306,61,False,False,False,False,True
13.0,3.4,8.7,0.0,12.1,2023,306,61,False,False,False,False,True
11.0,4.2,8.633,0.0,12.833,2023,306,61,False,False,False,False,True
11.0,3.4,8.666,0.0,12.066,2023,306,61,False,False,False,False,True
104.0,3.6,8.266,0.0,11.866,2023,306,61,False,False,False,False,True
133.0,3.2,8.566,0.0,11.766,2022,32,82,False,False,False,False,True
104.0,3.2,8.366,0.0,11.566,2022,32,82,False,False,False,False,True
66.0,4.6,8.466,0.1,12.966,2022,477,56,False,False,False,False,True
21.0,4.6,8.466,0.1,12.966,2022,477,56,False,False,False,False,True
21.0,4.4,8.666,0.0,13.066,2022,477,56,False,False,False,False,True
1.0,4.6,8.8,0.0,13.4,2022,477,56,False,False,False,False,True
5.0,4.6,8.133,0.0,12.733,2022,477,56,False,False,False,True,False
1.0,4.4,8.766,0.0,13.166,2022,477,56,False,False,False,False,True
5.0,4.4,8.666,0.0,13.066,2022,477,56,False,False,False,True,False
31.0,4.6,8.9,0.0,13.5,2023,477,56,False,False,False,False,True
14.0,4.6,8.9,0.0,13.5,2023,477,56,False,False,False,False,True
14.0,4.4,8.666,0.0,13.066,2023,477,56,False,False,False,False,True
11.0,4.6,8.25,0.3,12.55,2023,477,56,True,False,False,False,False
4.0,4.6,9.05,0.0,13.65,2023,477,56,False,False,False,False,True
4.0,4.6,9.05,0.0,13.65,2023,477,56,False,False,False,False,True
4.0,4.4,8.8,0.0,13.2,2023,477,56,False,False,False,False,True
6.0,4.6,9.033,0.0,13.633,2023,477,56,True,False,False,False,False
3.0,4.6,9.0,0.0,13.6,2023,477,56,False,False,False,True,False
4.0,4.6,8.766,0.0,13.366,2023,477,56,False,False,False,False,True
3.0,4.4,8.666,0.0,13.066,2023,477,56,False,False,False,True,False
4.0,4.4,8.566,0.0,12.966,2023,477,56,False,False,False,False,True
0.0,4.6,8.867,0.0,13.467,2023,479,56,False,True,False,False,False
0.0,4.6,8.833,0.0,13.433,2023,479,56,False,False,True,False,False
14.0,4.2,8.566,0.0,12.766,2023,246,15,False,False,False,False,True
14.0,4.0,7.433,0.1,11.333,2023,246,15,False,False,False,False,True
7.0,4.2,8.55,0.0,12.75,2023,246,15,True,False,False,False,False
12.0,4.2,8.6,0.0,12.8,2023,246,15,False,False,False,False,True
91.0,4.2,8.766,0.0,12.966,2023,247,15,False,False,False,False,True
0.0,4.2,8.567,0.0,12.767,2023,247,15,False,True,False,False,False
0.0,4.2,8.5,0.0,12.7,2023,247,15,False,False,True,False,False
0.0,4.2,9.266,0.0,13.466,2022,427,45,False,True,False,False,False
33.0,4.2,9.366,0.0,13.566,2022,427,45,False,False,False,False,True
12.0,4.6,9.166,0.0,13.766,2023,427,45,True,False,False,False,False
0.0,4.6,9.1,0.0,13.7,2023,427,45,False,True,False,False,False
24.0,4.6,9.166,0.0,13.766,2023,427,45,False,False,False,False,True
1.0,4.6,8.9,0.0,13.5,2023,427,45,False,False,False,True,False
1.0,4.6,9.033,0.0,13.633,2023,427,45,False,False,False,False,True
1.0,4.2,8.866,0.1,12.966,2023,427,45,False,False,False,True,False
1.0,4.2,8.933,0.0,13.133,2023,427,45,False,False,False,False,True
6.0,4.6,9.0,0.0,13.6,2023,427,45,True,False,False,False,False
14.0,4.6,8.966,0.0,13.566,2023,427,45,False,False,False,False,True
89.0,4.4,8.6,0.0,13.0,2023,396,1,False,False,False,False,True
7.0,4.4,8.366,0.0,12.766,2023,396,1,False,False,False,True,False
6.0,4.4,8.366,0.0,12.766,2023,396,1,False,False,False,False,True
7.0,3.8,7.666,0.3,11.166,2023,396,1,False,False,False,True,False
6.0,3.8,8.333,0.1,12.033,2023,396,1,False,False,False,False,True
2.0,5.0,9.0,0.0,14.0,2023,540,30,False,False,False,True,False
2.0,5.0,8.9,0.0,13.9,2023,540,30,False,False,False,False,True
2.0,3.8,8.666,0.1,12.366,2023,540,30,False,False,False,True,False
2.0,3.8,8.7,0.0,12.5,2023,540,30,False,False,False,False,True
14.0,4.2,8.8,0.0,13.0,2022,453,30,False,False,False,False,True
0.0,5.0,9.0,0.0,14.0,2023,541,30,False,True,False,False,False
81.0,5.4,7.966,0.3,13.066,2023,541,30,False,False,False,False,True
1.0,5.0,8.9,0.0,13.9,2023,541,30,False,False,False,True,False
2.0,5.0,9.1,0.0,14.1,2023,541,30,False,False,False,False,True
1.0,3.8,8.850000000000001,0.0,12.65,2023,541,30,False,False,False,True,False
2.0,3.8,8.350000000000001,0.3,11.85,2023,541,30,False,False,False,False,True
31.0,3.4,8.4,0.1,11.7,2023,42,3,False,False,False,False,True
9.0,3.4,8.4,0.1,11.7,2023,42,3,False,False,False,False,True
9.0,4.2,8.7,0.0,12.9,2023,42,3,False,False,False,False,True
1.0,5.0,8.666,0.0,13.666,2022,5,88,False,False,False,True,False
4.0,5.0,9.033,0.0,14.033,2022,5,88,False,False,False,False,True
1.0,4.4,8.666,0.0,13.066,2022,5,88,False,False,False,True,False
4.0,3.2,8.4,0.0,11.6,2022,5,88,False,False,False,False,True
0.0,5.0,8.15,0.1,13.05,2022,5,88,False,False,False,False,True
0.0,5.0,8.9,0.0,13.9,2022,5,88,False,False,False,True,False
0.0,5.0,8.7,0.0,13.7,2022,5,88,True,False,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,5,88,True,False,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,5,88,False,False,False,False,True
0.0,5.0,8.9,0.0,13.9,2023,5,88,False,False,False,True,False
0.0,5.0,8.9,0.0,13.9,2023,5,88,True,False,False,False,False
0.0,5.0,8.5,0.0,13.5,2023,5,88,False,True,False,False,False
0.0,5.0,8.5,0.0,13.5,2023,5,88,False,False,True,False,False
16.0,4.6,9.3,0.0,13.9,2022,242,30,False,False,False,False,True
18.0,4.2,8.7,0.0,12.9,2022,242,30,False,False,False,False,True
15.0,4.6,8.866,0.0,13.466,2022,242,30,False,False,False,False,True
18.0,4.6,9.05,0.0,13.65,2023,242,30,False,False,False,False,True
24.0,4.6,7.766,0.3,12.066,2023,242,30,True,False,False,False,False
10.0,4.6,9.133,0.0,13.733,2023,242,30,False,False,False,False,True
105.0,4.2,8.233,0.0,12.433,2022,210,27,False,False,False,False,True
46.0,4.2,8.6,0.0,12.8,2022,210,27,False,False,False,False,True
40.0,4.6,8.8,0.0,13.4,2023,18,65,False,False,False,False,True
18.0,4.6,8.8,0.0,13.4,2023,18,65,False,False,False,False,True
18.0,4.0,8.6,0.0,12.6,2023,18,65,False,False,False,False,True
115.0,5.0,7.866,0.1,12.766,2023,352,27,False,False,False,False,True
21.0,5.0,7.866,0.1,12.766,2023,352,27,False,False,False,False,True
21.0,4.4,8.633,0.0,13.033,2023,352,27,False,False,False,False,True
4.0,4.4,8.733,0.0,13.133,2023,352,27,False,False,False,True,False
6.0,4.4,8.566,0.0,12.966,2023,352,27,False,False,False,False,True
4.0,3.6,8.9,0.0,12.5,2023,352,27,False,False,False,True,False
6.0,3.6,8.866,0.0,12.466,2023,352,27,False,False,False,False,True
24.0,4.2,9.0,0.0,13.2,2023,352,27,False,False,False,False,True
5.0,4.4,8.666,0.0,13.066,2023,352,27,False,False,False,True,False
6.0,4.4,8.6,0.0,13.0,2023,352,27,False,False,False,False,True
5.0,3.6,8.933,0.0,12.533,2023,352,27,False,False,False,True,False
6.0,3.2,8.6,0.0,11.8,2023,352,27,False,False,False,False,True
26.0,3.6,8.633,0.0,12.233,2023,125,27,False,False,False,False,True
10.0,4.2,8.9,0.0,13.1,2022,342,30,False,False,False,False,True
10.0,3.4,8.55,0.0,11.95,2022,342,30,False,False,False,False,True
7.0,4.2,8.667,0.0,12.867,2023,365,29,False,False,False,True,False
6.0,4.2,9.033,0.0,13.233,2023,365,29,False,False,False,False,True
7.0,3.4,8.467,0.0,11.867,2023,365,29,False,False,False,True,False
6.0,3.4,8.567,0.0,11.967,2023,365,29,False,False,False,False,True
18.0,4.2,8.8,0.0,13.0,2023,402,29,False,False,False,False,True
0.0,5.0,8.75,0.0,13.75,2022,209,88,True,False,False,False,False
23.0,4.4,8.6,0.0,13.0,2022,31,29,True,False,False,False,False
29.0,5.4,8.366,0.1,13.666,2022,31,29,False,False,False,False,True
11.0,5.4,8.366,0.1,13.666,2022,31,29,False,False,False,False,True
11.0,4.4,8.8,0.3,12.9,2022,31,29,False,False,False,False,True
3.0,5.4,8.566,0.0,13.966,2022,31,29,False,False,False,True,False
1.0,5.4,8.933,0.0,14.333,2022,31,29,False,False,False,False,True
4.0,5.4,8.933,0.0,14.333,2022,31,29,False,False,False,False,True
3.0,5.4,8.833,0.0,14.233,2022,31,29,False,True,False,False,False
3.0,4.4,8.833,0.0,13.233,2022,31,29,False,False,False,True,False
4.0,4.4,8.5,0.0,12.9,2022,31,29,False,False,False,False,True
1.0,5.4,8.75,0.3,13.85,2022,31,29,False,False,False,True,False
2.0,5.4,8.65,0.3,13.75,2022,31,29,False,False,False,False,True
1.0,4.4,8.95,0.0,13.35,2022,31,29,False,False,False,True,False
2.0,4.4,8.85,0.0,13.25,2022,31,29,False,False,False,False,True
118.0,4.2,8.5,0.0,12.7,2023,104,5,False,False,False,False,True
15.0,4.2,8.433,0.0,12.633,2023,104,5,True,False,False,False,False
22.0,4.2,8.5,0.0,12.7,2023,104,5,False,False,False,False,True
23.0,4.2,8.433,0.0,12.633,2023,104,5,True,False,False,False,False
63.0,4.2,8.566,0.0,12.766,2023,104,5,False,False,False,False,True
0.0,3.6,7.833,0.1,11.333,2023,46,22,False,False,True,False,False
0.0,4.6,9.0,0.0,13.6,2022,345,48,False,True,False,False,False
39.0,4.6,8.733,0.0,13.333,2022,345,48,False,False,False,False,True
36.0,4.6,8.866,0.0,13.466,2023,345,48,False,False,False,False,True
112.0,3.6,8.7,0.0,12.3,2022,517,17,False,False,False,False,True
82.0,3.6,8.566,0.0,12.166,2022,517,17,False,False,False,False,True
6.0,4.2,9.05,0.0,13.25,2022,287,30,False,False,False,False,True
10.0,5.0,8.933,0.1,13.833,2022,293,30,True,False,False,False,False
0.0,5.0,9.2,0.0,14.2,2022,293,30,False,True,False,False,False
6.0,5.0,9.4,0.0,14.4,2022,293,30,False,False,False,False,True
5.0,5.0,9.4,0.0,14.4,2022,293,30,False,False,False,False,True
5.0,4.8,9.2,0.0,14.0,2022,293,30,False,False,False,False,True
1.0,5.0,9.1,0.0,14.1,2022,293,30,False,False,False,True,False
2.0,5.0,9.05,0.0,14.05,2022,293,30,False,False,False,False,True
1.0,4.8,8.9,0.0,13.7,2022,293,30,False,False,False,True,False
2.0,4.8,8.9,0.1,13.6,2022,293,30,False,False,False,False,True
5.0,5.0,9.066,0.0,14.066,2022,293,30,False,False,False,True,False
5.0,5.0,8.866,0.0,13.866,2022,293,30,False,False,False,False,True
2.0,5.0,8.866,0.0,13.866,2022,293,30,False,False,False,False,True
6.0,5.0,9.0,0.0,14.0,2022,293,30,False,True,False,False,False
5.0,4.2,8.6,0.0,12.8,2022,293,30,False,False,False,True,False
2.0,4.8,8.733,0.0,13.533,2022,293,30,False,False,False,False,True
0.0,5.6,7.7,0.3,13.0,2023,293,30,False,True,False,False,False
4.0,5.6,9.1,0.1,14.6,2023,293,30,False,False,False,False,True
4.0,5.0,9.233,0.0,14.233,2023,293,30,False,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2023,293,30,True,False,False,False,False
2.0,5.0,9.2,0.0,14.2,2023,293,30,False,False,False,False,True
142.0,3.6,7.933,0.0,11.533,2022,552,6,False,False,False,False,True
30.0,3.6,7.933,0.0,11.533,2022,552,6,False,False,False,False,True
30.0,3.4,8.166,0.0,11.566,2022,552,6,False,False,False,False,True
17.0,3.8,8.6,0.0,12.4,2022,552,6,False,False,False,False,True
17.0,3.4,8.533,0.0,11.933,2022,552,6,False,False,False,False,True
13.0,3.8,8.1,0.0,11.9,2022,552,6,False,False,False,False,True
13.0,3.4,8.466,0.0,11.866,2022,552,6,False,False,False,False,True
8.0,3.4,8.633,0.0,12.033,2022,552,6,False,False,False,False,True
8.0,3.4,8.633,0.0,12.033,2022,552,6,False,False,False,True,False
8.0,3.8,7.466,0.0,11.266,2022,552,6,False,False,False,True,False
8.0,3.8,8.433,0.0,12.233,2022,552,6,False,False,False,False,True
97.0,3.4,8.333,0.0,11.733,2022,552,6,False,False,False,False,True
15.0,3.6,7.8,0.0,11.4,2022,552,6,False,False,False,False,True
109.0,3.4,8.366,0.0,11.766,2023,552,6,False,False,False,False,True
49.0,3.2,8.65,0.0,11.85,2022,198,30,False,False,False,False,True
1.0,4.6,8.966,0.0,13.566,2022,628,11,False,False,False,False,True
7.0,4.6,7.666,0.1,12.166,2022,628,11,False,False,False,True,False
7.0,4.4,8.8,0.1,13.1,2022,628,11,False,False,False,True,False
1.0,4.4,8.866,0.0,13.266,2022,628,11,False,False,False,False,True
7.0,5.0,7.733,0.0,12.733,2022,628,11,False,False,False,True,False
7.0,5.0,8.866,0.1,13.766,2022,628,11,False,False,False,False,True
6.0,5.0,8.866,0.1,13.766,2022,628,11,False,False,False,False,True
6.0,4.4,8.7,0.0,13.1,2022,628,11,False,False,False,False,True
1.0,4.6,9.0,0.0,13.6,2022,628,11,False,False,False,False,True
7.0,4.6,7.6,0.0,12.2,2022,628,11,False,False,False,True,False
1.0,4.4,9.15,0.0,13.55,2022,628,11,False,False,False,False,True
7.0,4.4,9.05,0.0,13.45,2022,628,11,False,False,False,True,False
0.0,4.2,9.15,0.0,13.35,2022,318,88,True,False,False,False,False
3.0,5.0,9.0,0.0,14.0,2023,188,60,False,False,False,False,True
19.0,4.2,8.8,0.0,13.0,2023,33,71,True,False,False,False,False
32.0,4.2,8.933,0.0,13.133,2023,33,71,False,False,False,False,True
46.0,4.2,8.6,0.0,12.8,2022,150,80,False,False,False,False,True
20.0,4.2,8.6,0.0,12.8,2022,150,80,False,False,False,False,True
20.0,4.0,8.5,0.0,12.5,2022,150,80,False,False,False,False,True
112.0,3.6,8.066,0.3,11.366,2022,63,33,False,False,False,False,True
88.0,3.6,8.566,0.0,12.166,2023,63,33,False,False,False,False,True
11.0,4.8,8.966,0.0,13.766,2022,241,4,True,False,False,False,False
32.0,4.8,8.8,0.0,13.6,2022,241,4,False,False,False,False,True
14.0,4.8,8.9,0.1,13.6,2023,241,4,True,False,False,False,False
28.0,4.8,8.833,0.0,13.633,2023,241,4,False,False,False,False,True
13.0,4.8,8.833,0.0,13.633,2023,241,4,False,False,False,False,True
13.0,4.2,8.733,0.0,12.933,2023,241,4,False,False,False,False,True
1.0,5.0,9.066,0.0,14.066,2023,241,4,False,False,False,True,False
1.0,5.0,9.033,0.0,14.033,2023,241,4,False,False,False,False,True
1.0,4.8,7.8,0.0,12.6,2023,241,4,False,False,False,True,False
1.0,4.8,8.8,0.0,13.6,2023,241,4,False,False,False,False,True
1.0,4.8,9.0,0.0,13.8,2023,241,4,False,False,False,True,False
1.0,4.8,8.9,0.1,13.6,2023,241,4,False,False,False,False,True
1.0,4.0,8.7,0.1,12.6,2023,241,4,False,False,False,True,False
1.0,4.0,8.867,0.3,12.567,2023,241,4,False,False,False,False,True
