Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Milka GEHANI,SRI,,w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,11.0,4.7,8.033,0.0,12.733,12.733
Milka GEHANI,SRI,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,18.0,4.7,7.233,0.0,11.933,11.933
Milka GEHANI,SRI,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,19.0,5.0,7.533,0.2,12.333,12.333000000000002
Milka GEHANI,SRI,,w,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,UB,6.0,4.8,7.666,0.0,12.466,12.466000000000001
Milka GEHANI,SRI,,w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,9.0,4.8,7.766,0.0,12.566,12.565999999999999
Anna GEMZA,POL,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",BB,18.0,4.1,6.433,0.0,10.533,10.533
Anna GEMZA,POL,2022-10-02,w,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",UB,13.0,4.5,7.3,0.0,11.8,11.8
Anna GEMZA,POL,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,24.0,4.8,5.1,0.0,9.9,9.899999999999999
Anna GEMZA,POL,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",BB,89.0,4.1,5.9,0.0,10.0,10.0
Anna GEMZA,POL,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",FX,118.0,4.0,6.0,0.3,9.7,9.7
Anna GEMZA,POL,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",UB,71.0,4.6,6.866,0.0,11.466,11.466
Valentina GEORGIEVA,BUL,2022-04-03,w,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,28.0,5.1,5.466,0.0,10.566,10.565999999999999
Valentina GEORGIEVA,BUL,2022-04-03,w,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,1.0,4.6,8.966,0.0,13.566,13.565999999999999
Valentina GEORGIEVA,BUL,2022-04-03,w,2022 Baku World Cup,final,"Baku, Azerbaijan",VT1,7.0,4.6,7.666,0.1,12.166,12.166
Valentina GEORGIEVA,BUL,2022-04-03,w,2022 Baku World Cup,final,"Baku, Azerbaijan",VT2,7.0,4.4,8.8,0.1,13.1,13.100000000000001
Valentina GEORGIEVA,BUL,2022-04-03,w,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,1.0,4.4,8.866,0.0,13.266,13.266
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,10.0,5.1,6.8,0.0,11.9,11.899999999999999
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",FX,7.0,4.8,7.6,0.0,12.4,12.399999999999999
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,7.0,4.7,7.766,0.0,12.466,12.466000000000001
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,18.0,2.8,8.0,0.0,10.8,10.8
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT1,1.0,4.6,9.033,0.0,13.633,13.633
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,2.0,4.6,8.666,0.3,12.966,12.966
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",VT2,1.0,4.4,9.2,0.0,13.6,13.6
Valentina GEORGIEVA,BUL,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,2.0,4.4,8.966,0.0,13.366,13.366
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",BB,83.0,5.1,5.933,0.0,11.033,11.033
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",FX,97.0,4.8,6.333,0.1,11.033,11.033
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",UB,95.0,3.5,6.766,0.0,10.266,10.266
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,final,"Munich, Germany",VT1,7.0,5.0,7.733,0.0,12.733,12.733
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,7.0,5.0,8.866,0.1,13.766,13.766
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,6.0,5.0,8.866,0.1,13.766,13.766
Valentina GEORGIEVA,BUL,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT2,6.0,4.4,8.7,0.0,13.1,13.1
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,28.0,4.7,4.95,0.0,9.65,9.65
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,8.0,4.8,7.75,0.0,12.55,12.55
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,6.0,4.8,7.8,0.0,12.6,12.6
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,1.0,4.6,9.0,0.0,13.6,13.6
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,7.0,4.6,7.6,0.0,12.2,12.2
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,1.0,4.4,9.15,0.0,13.55,13.55
Valentina GEORGIEVA,BUL,2022-03-29,w,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,7.0,4.4,9.05,0.0,13.45,13.450000000000001
Karis GERMAN,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,12.0,5.2,7.45,0.0,12.65,12.65
Karis GERMAN,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,3.0,5.8,7.45,0.1,13.15,13.15
Karis GERMAN,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,11.0,5.8,7.1,0.0,12.9,12.899999999999999
Karis GERMAN,USA,2022-02-27,w,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,9.15,0.0,13.35,13.350000000000001
Elisabeth GEURTS,NED,2023-03-19,w,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,37.0,4.7,6.55,0.0,11.25,11.25
Elisabeth GEURTS,NED,2023-03-19,w,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,22.0,5.0,7.1,0.1,12.0,12.0
Elisabeth GEURTS,NED,2023-03-19,w,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,12.0,5.0,8.1,0.0,13.1,13.1
Elisabeth GEURTS,NED,2023-03-19,w,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,3.0,5.0,9.0,0.0,14.0,14.0
Amalia GHIGOARTA,ROU,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,51.0,5.5,6.933,0.0,12.433,12.433
Amalia GHIGOARTA,ROU,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,64.0,5.1,7.5,0.0,12.6,12.6
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,10.0,5.4,7.5,0.0,12.9,12.9
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,final,"Antalya, Turkey",BB,6.0,5.0,7.9,0.0,12.9,12.9
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",BB,5.0,5.3,7.833,0.0,13.133,13.133
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,6.0,5.1,7.633,0.0,12.733,12.733
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",FX,30.0,5.1,7.6,0.3,12.4,12.399999999999999
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,24.0,3.4,5.866,0.0,9.266,9.266
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",UB,29.0,5.0,7.766,0.0,12.766,12.766
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,19.0,4.2,8.8,0.0,13.0,13.0
Amalia GHIGOARTA,ROU,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,32.0,4.2,8.933,0.0,13.133,13.133
Chiara GIUBELLINI,SUI,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",BB,71.0,5.2,6.1,0.0,11.3,11.3
Chiara GIUBELLINI,SUI,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",FX,32.0,5.1,7.733,0.3,12.533,12.532999999999998
Chiara GIUBELLINI,SUI,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,46.0,4.2,8.6,0.0,12.8,12.8
Chiara GIUBELLINI,SUI,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,20.0,4.2,8.6,0.0,12.8,12.8
Chiara GIUBELLINI,SUI,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT2,20.0,4.0,8.5,0.0,12.5,12.5
Chiara GIUBELLINI,SUI,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,25.0,4.8,5.566,0.1,10.266,10.266
Chiara GIUBELLINI,SUI,2023-05-28,w,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,6.0,5.0,7.166,0.0,12.166,12.166
Chiara GIUBELLINI,SUI,2023-05-28,w,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,4.0,5.0,7.366,0.0,12.366,12.366
Ani GOBADZE,GEO,2022-04-03,w,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,31.0,4.2,5.933,0.0,10.133,10.133
Ani GOBADZE,GEO,2022-04-03,w,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,16.0,4.5,7.266,0.0,11.766,11.766
Ani GOBADZE,GEO,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,17.0,4.6,6.6,0.0,11.2,11.2
Ani GOBADZE,GEO,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,26.0,4.3,6.4,0.0,10.7,10.7
Ani GOBADZE,GEO,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,16.0,3.7,7.366,0.0,11.066,11.065999999999999
Ani GOBADZE,GEO,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,16.0,3.6,8.666,0.1,12.166,12.166
Ani GOBADZE,GEO,,w,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,16.0,3.6,8.933,0.0,12.533,12.533
Ani GOBADZE,GEO,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",BB,99.0,4.3,5.833,0.1,10.033,10.033
Ani GOBADZE,GEO,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",FX,108.0,3.9,6.366,0.1,10.166,10.166
Ani GOBADZE,GEO,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",UB,105.0,3.7,5.733,0.0,9.433,9.433
Ani GOBADZE,GEO,2022-08-14,w,2022 Senior European Championships,qual,"Munich, Germany",VT1,112.0,3.6,8.066,0.3,11.366,11.366
Ani GOBADZE,GEO,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,37.0,4.2,6.466,0.1,10.566,10.566
Ani GOBADZE,GEO,2023-03-12,w,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,36.0,3.7,6.366,0.3,9.766,9.765999999999998
Ani GOBADZE,GEO,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",BB,116.0,4.8,4.0,0.1,8.7,8.700000000000001
Ani GOBADZE,GEO,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",FX,101.0,4.0,6.933,0.0,10.933,10.933
Ani GOBADZE,GEO,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",UB,110.0,3.2,6.266,0.0,9.466,9.466000000000001
Ani GOBADZE,GEO,2023-04-16,w,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,88.0,3.6,8.566,0.0,12.166,12.166
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,14.0,5.4,7.0,0.0,12.4,12.4
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,14.0,5.6,7.4,0.0,13.0,13.0
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,16.0,5.5,7.633,0.1,13.033,13.033
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,35.0,5.6,7.633,0.3,12.933,12.933
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,7.0,5.6,7.9,0.0,13.5,13.5
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,33.0,5.6,7.733,0.0,13.333,13.332999999999998
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,11.0,4.8,8.966,0.0,13.766,13.765999999999998
Georgia GODWIN,AUS,2022-11-06,w,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,32.0,4.8,8.8,0.0,13.6,13.600000000000001
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,23.0,5.8,6.466,0.0,12.266,12.266
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,27.0,5.9,7.233,0.0,13.133,13.133
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,20.0,5.5,7.133,0.3,12.333,12.332999999999998
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,39.0,5.7,7.366,0.3,12.766,12.765999999999998
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,11.0,5.6,7.9,0.0,13.5,13.5
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,19.0,5.7,7.966,0.0,13.666,13.666
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,14.0,4.8,8.9,0.1,13.6,13.6
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,28.0,4.8,8.833,0.0,13.633,13.633
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,13.0,4.8,8.833,0.0,13.633,13.633
Georgia GODWIN,AUS,2023-10-08,w,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,13.0,4.2,8.733,0.0,12.933,12.933
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",BB,1.0,5.9,8.0,0.0,13.9,13.9
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",BB,6.0,5.9,6.7,0.0,12.6,12.600000000000001
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",FX,1.0,5.7,8.133,0.0,13.833,13.832999999999998
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",FX,1.0,5.8,7.7,0.1,13.4,13.4
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",UB,2.0,5.5,8.1,0.0,13.6,13.6
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",UB,2.0,5.5,8.2,0.0,13.7,13.7
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT1,1.0,5.0,9.066,0.0,14.066,14.066
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT1,1.0,5.0,9.033,0.0,14.033,14.033
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",VT2,1.0,4.8,7.8,0.0,12.6,12.6
Georgia GODWIN,AUS,2023-06-11,w,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",VT2,1.0,4.8,8.8,0.0,13.6,13.600000000000001
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",BB,4.0,5.8,6.833,0.0,12.633,12.633
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",BB,2.0,6.0,7.733,0.0,13.733,13.733
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",FX,1.0,5.8,7.767,0.0,13.567,13.567
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",FX,1.0,5.8,7.667,0.0,13.467,13.466999999999999
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",UB,1.0,5.5,7.533,0.0,13.033,13.033000000000001
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",UB,2.0,5.5,7.367,0.0,12.867,12.867
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT1,1.0,4.8,9.0,0.0,13.8,13.8
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT1,1.0,4.8,8.9,0.1,13.6,13.6
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT2,1.0,4.0,8.7,0.1,12.6,12.6
Georgia GODWIN,AUS,2023-06-04,w,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT2,1.0,4.0,8.867,0.3,12.567,12.567
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,1.0,6.1,7.65,0.0,13.75,13.75
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",BB,2.0,5.8,7.633,0.0,13.433,13.433
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,1.0,5.8,7.8,0.0,13.6,13.6
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,3.0,5.2,7.75,0.0,12.95,12.95
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,8.0,5.2,7.55,0.1,12.65,12.65
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,2.0,5.6,7.95,0.0,13.55,13.55
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,2.0,5.6,7.9,0.0,13.5,13.5
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,3.0,5.6,8.05,0.0,13.65,13.65
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,5.0,4.8,8.5,0.0,13.3,13.3
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,1.0,4.0,8.766,0.0,12.766,12.766
Georgia GODWIN,AUS,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,4.0,4.0,8.8,0.1,12.7,12.700000000000001
Luisa GOMES MAIA,BRA,2023-05-28,w,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,0.0,4.8,6.367,0.0,11.167,11.167
Luisa GOMES MAIA,BRA,2023-05-28,w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,0.0,5.0,7.833,0.0,12.833,12.833
Luisa GOMES MAIA,BRA,2023-05-28,w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,0.0,4.2,8.1,0.3,12.0,12.0
Eilidh GORRELL,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,4.3,6.1,0.0,10.4,10.399999999999999
Eilidh GORRELL,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,18.0,4.4,7.65,0.1,11.95,11.950000000000001
Eilidh GORRELL,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,28.0,4.5,6.5,0.0,11.0,11.0
Eilidh GORRELL,GBR,2022-03-27,w,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,60.0,3.2,7.85,0.0,11.05,11.05
Eilidh GORRELL,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,28.0,4.4,6.8,0.0,11.2,11.2
Eilidh GORRELL,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,21.0,4.0,7.5,0.0,11.5,11.5
Eilidh GORRELL,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,22.0,4.1,7.5,0.0,11.6,11.6
Eilidh GORRELL,GBR,2023-03-26,w,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,32.0,3.2,8.75,0.0,11.95,11.95
Eilidh GORRELL,SCO,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,23.0,4.2,7.15,0.0,11.35,11.350000000000001
Eilidh GORRELL,SCO,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,22.0,4.2,7.5,0.0,11.7,11.7
Eilidh GORRELL,SCO,2022-08-02,w,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,27.0,4.5,6.25,0.0,10.75,10.75
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,5.0,4.4,7.35,0.0,11.75,11.75
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,5.0,4.4,6.85,0.0,11.25,11.25
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,3.0,4.4,7.6,0.0,12.0,12.0
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,9.0,4.4,7.7,0.3,11.8,11.8
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,11.0,4.5,7.8,0.3,12.0,12.0
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,16.0,3.9,6.35,0.0,10.25,10.25
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,24.0,3.9,6.4,0.0,10.3,10.3
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,9.0,4.2,8.5,0.0,12.7,12.7
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT1,7.0,4.2,8.7,0.0,12.9,12.899999999999999
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,12.0,4.2,8.6,0.0,12.8,12.8
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,8.0,4.2,8.6,0.0,12.8,12.8
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,7.0,3.4,8.65,0.0,12.05,12.05
Alexa GRANDE,ESA,2023-06-28,w,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT2,8.0,3.4,8.6,0.0,12.0,12.0
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,12.0,4.4,6.933,0.0,11.333,11.333
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,30.0,4.6,6.5,0.0,11.1,11.1
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,14.0,4.7,7.366,0.1,11.966,11.966
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,18.0,4.6,7.366,0.0,11.966,11.966
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,20.0,4.0,6.7,0.0,10.7,10.7
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,40.0,3.9,6.9,0.0,10.8,10.8
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,21.0,4.2,8.333,0.0,12.533,12.533000000000001
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,9.0,4.2,8.333,0.0,12.533,12.533000000000001
Alexa GRANDE,ESA,2023-10-25,w,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT2,9.0,3.4,8.233,0.0,11.633,11.633000000000001
Alexa Gabriela GRANDE FRANCO,ESA,2023-05-28,w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,0.0,4.4,6.933,0.0,11.333,11.333
