Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Kevin George BUCKLEY,SLO,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,17.0,5.0,8.233,0.0,13.233,13.233
Kevin George BUCKLEY,SLO,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",SR,38.0,4.0,7.2,0.0,11.2,11.2
Kevin George BUCKLEY,SLO,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,29.0,4.5,7.233,0.0,11.733,11.733
Kevin George BUCKLEY,SLO,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,5.0,7.666,0.0,12.666,12.666
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,109.0,4.4,7.6,0.0,12.0,12.0
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,86.0,4.5,7.733,0.0,12.233,12.233
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,114.0,4.2,6.433,0.0,10.633,10.633
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,27.0,5.0,8.266,0.0,13.266,13.266
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,76.0,4.3,8.5,0.0,12.8,12.8
Kevin George BUCKLEY,SLO,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,117.0,4.8,8.233,0.3,12.733,12.733
Tyson BULL,AUS,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",HB,8.0,5.9,7.866,0.0,13.766,13.766
Tyson BULL,AUS,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,8.0,5.9,8.433,0.0,14.333,14.333
Tyson BULL,AUS,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,83.0,5.4,7.8,0.0,13.2,13.2
Tyson BULL,AUS,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,81.0,4.0,8.2,0.0,12.2,12.2
Tyson BULL,AUS,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",HB,2.0,5.6,8.15,0.0,13.75,13.75
Tyson BULL,AUS,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",HB,1.0,5.9,8.5,0.0,14.4,14.4
Tyson BULL,AUS,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PB,6.0,5.4,8.15,0.0,13.55,13.55
Tyson BULL,AUS,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",PB,5.0,5.4,8.5,0.0,13.9,13.9
Tyson BULL,AUS,,m,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,5.0,5.6,8.35,0.0,13.95,13.95
Tyson BULL,AUS,,m,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",HB,7.0,5.9,7.7,0.0,13.6,13.600000000000001
Tyson BULL,AUS,,m,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,6.0,5.4,8.266,0.0,13.666,13.666
Tyson BULL,AUS,,m,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,8.0,5.4,8.6,0.0,14.0,14.0
Tyson BULL,AUS,2023-10-08,m,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,13.0,5.6,8.366,0.0,13.966,13.966
Tyson BULL,AUS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",HB,2.0,5.5,8.733,0.0,14.233,14.233
Tyson BULL,AUS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PB,8.0,5.4,7.733,0.0,13.133,13.133
Tyson BULL,AUS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,8.0,5.4,8.65,0.0,14.05,14.05
Tyson BULL,AUS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,15.0,4.3,8.5,0.0,12.8,12.8
Tyson BULL,AUS,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,13.0,5.6,7.65,0.0,13.25,13.25
Hasan BULUT,TUR,2022-04-03,m,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,35.0,4.9,6.9,0.0,11.8,11.8
Hasan BULUT,TUR,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,25.0,4.3,8.25,0.0,12.55,12.55
Hasan BULUT,TUR,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,24.0,4.9,6.45,0.0,11.35,11.350000000000001
Hasan BULUT,TUR,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,4.5,8.4,0.0,12.9,12.9
Hasan BULUT,TUR,2023-04-30,m,2023 Cairo World Cup,final,"Cairo, Egypt",PB,8.0,4.3,7.7,0.0,12.0,12.0
Hasan BULUT,TUR,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",PB,6.0,5.0,8.7,0.0,13.7,13.7
Hasan BULUT,TUR,2023-04-30,m,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,23.0,5.3,7.433,0.0,12.733,12.733
Hasan BULUT,TUR,2023-02-26,m,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,47.0,4.0,6.1,0.0,10.1,10.1
Hasan BULUT,TUR,2023-02-26,m,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,59.0,4.9,4.533,0.0,9.433,9.433
Hasan BULUT,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,80.0,4.5,7.833,0.0,12.333,12.333
Hasan BULUT,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,43.0,5.0,8.4,0.0,13.4,13.4
Hasan BULUT,TUR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,30.0,5.2,8.0,0.0,13.2,13.2
Syam BURADAGUNTA,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,9.0,5.5,8.55,0.0,14.05,14.05
Syam BURADAGUNTA,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,57.0,4.4,7.1,0.0,11.5,11.5
Syam BURADAGUNTA,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,29.0,5.0,7.15,0.0,12.15,12.15
Matt BURGOYNE,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,23.0,5.1,8.25,0.0,13.35,13.35
Matt BURGOYNE,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,23.0,4.9,8.65,0.0,13.55,13.55
Matt BURGOYNE,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,44.0,4.2,8.1,0.0,12.3,12.3
Matt BURGOYNE,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,50.0,4.8,8.6,0.0,13.4,13.399999999999999
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,1.0,6.0,8.3,0.0,14.3,14.3
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",FX,3.0,6.0,7.95,0.0,13.95,13.95
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",HB,0.0,5.1,8.1,0.0,13.2,13.2
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",HB,8.0,5.1,7.0,0.0,12.1,12.1
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PH,16.0,5.0,6.9,0.0,11.9,11.9
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",SR,5.0,4.9,8.6,0.0,13.5,13.5
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",SR,4.0,4.9,8.5,0.0,13.4,13.4
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,7.0,5.4,8.4,0.3,13.5,13.5
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT1,3.0,5.4,9.15,0.0,14.55,14.55
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT2,3.0,5.2,9.25,0.1,14.35,14.35
Taylor BURKHART,USA,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,7.0,5.2,9.05,0.0,14.25,14.25
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,6.0,7.8,0.0,13.8,13.8
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,6.0,8.2,0.0,14.2,14.2
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",HB,0.0,5.3,7.2,0.0,12.5,12.5
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",HB,0.0,5.8,7.7,0.0,13.5,13.5
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PB,0.0,5.5,8.35,0.0,13.85,13.85
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PB,0.0,5.5,8.0,0.0,13.5,13.5
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PH,0.0,5.0,8.55,0.0,13.55,13.55
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PH,0.0,4.6,8.1,0.0,12.7,12.7
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",SR,0.0,5.1,8.55,0.0,13.65,13.65
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",SR,0.0,5.1,8.7,0.0,13.8,13.799999999999999
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.4,9.35,0.0,14.75,14.75
Taylor BURKHART,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.4,9.15,0.1,14.45,14.450000000000001
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,3.0,6.0,8.3,0.0,14.3,14.3
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,6.0,5.7,7.75,0.0,13.45,13.45
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,11.0,5.6,8.4,0.0,14.0,14.0
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,29.0,5.0,6.5,0.0,11.5,11.5
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,7.0,4.9,8.6,0.0,13.5,13.5
Taylor BURKHART,USA,,m,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,18.0,5.4,8.5,0.3,13.6,13.6
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,1.0,6.0,8.1,0.0,14.1,14.1
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,2.0,6.0,8.05,0.0,14.05,14.05
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,6.0,5.1,8.3,0.0,13.4,13.4
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",HB,5.0,5.6,7.9,0.0,13.5,13.5
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,15.0,5.4,7.75,0.0,13.15,13.15
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,10.0,5.1,8.15,0.0,13.25,13.25
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,11.0,4.9,8.65,0.0,13.55,13.55
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,2.0,5.4,9.15,0.0,14.55,14.55
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,2.0,5.4,9.1,0.0,14.5,14.5
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,2.0,5.2,9.05,0.1,14.15,14.15
Taylor BURKHART,USA,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,2.0,5.2,9.0,0.0,14.2,14.2
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,13.0,5.7,7.5,0.0,13.2,13.2
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,20.0,5.4,7.3,0.0,12.7,12.7
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,5.0,5.5,8.65,0.0,14.15,14.15
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,5.0,5.0,8.6,0.0,13.6,13.6
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,18.0,4.9,8.05,0.0,12.95,12.950000000000001
Taylor BURKHART,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,8.0,5.4,8.95,0.0,14.35,14.35
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,43.0,6.3,5.9,0.1,12.1,12.1
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,32.0,5.9,6.65,0.0,12.55,12.55
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,10.0,5.6,8.4,0.0,14.0,14.0
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,60.0,4.3,6.05,0.0,10.35,10.35
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,46.0,5.2,7.05,0.0,12.25,12.25
Taylor BURKHART,USA,2023-08-06,m,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,14.0,5.4,8.9,0.1,14.2,14.200000000000001
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,6.3,7.75,0.0,14.05,14.05
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,6.3,8.0,0.0,14.3,14.3
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",HB,0.0,5.7,8.15,0.0,13.85,13.850000000000001
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",HB,0.0,5.6,7.4,0.0,13.0,13.0
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PB,0.0,5.8,8.65,0.0,14.45,14.45
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PB,0.0,5.3,6.9,0.0,12.2,12.2
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PH,0.0,5.0,7.3,0.0,12.3,12.3
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PH,0.0,5.4,6.4,0.0,11.8,11.8
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",SR,0.0,5.0,8.3,0.0,13.3,13.3
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",SR,0.0,4.8,8.8,0.0,13.6,13.600000000000001
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.4,8.85,0.3,13.95,13.95
Taylor BURKHART,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.4,9.5,0.0,14.9,14.9
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,20.0,5.2,8.0,0.1,13.1,13.1
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,56.0,5.6,7.666,0.0,13.266,13.266
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,20.0,4.5,8.1,0.0,12.6,12.6
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,80.0,4.5,8.066,0.0,12.566,12.566
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,17.0,5.3,8.1,0.0,13.4,13.399999999999999
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,68.0,5.3,8.2,0.0,13.5,13.5
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,24.0,3.2,6.966,0.0,10.166,10.166
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,66.0,4.4,8.066,0.0,12.466,12.466000000000001
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,14.0,4.4,8.733,0.0,13.133,13.133000000000001
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,47.0,4.4,8.8,0.0,13.2,13.200000000000001
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,7.0,5.6,9.0,0.1,14.5,14.5
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT1,4.0,5.6,9.066,0.0,14.666,14.666
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,2.0,5.6,9.2,0.0,14.8,14.799999999999999
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,3.0,5.6,9.2,0.0,14.8,14.799999999999999
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT2,4.0,5.6,8.8,0.0,14.4,14.4
Gabriel BURTANETE,ROU,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,3.0,5.6,8.866,0.0,14.466,14.466
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PB,11.0,5.3,8.0,0.0,13.3,13.3
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PH,11.0,4.3,8.3,0.0,12.6,12.600000000000001
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",SR,6.0,4.4,8.0,0.0,12.4,12.4
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",SR,6.0,4.7,8.75,0.0,13.45,13.45
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT1,5.0,5.6,8.9,0.0,14.5,14.5
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,2.0,5.6,8.9,0.0,14.5,14.5
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT2,5.0,5.2,9.15,0.0,14.35,14.350000000000001
Gabriel BURTANETE,ROU,,m,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,2.0,5.2,8.8,0.0,14.0,14.0
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,11.0,5.6,8.2,0.2,13.6,13.6
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",PB,7.0,5.3,8.6,0.0,13.9,13.899999999999999
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,5.0,5.3,8.8,0.0,14.1,14.100000000000001
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PH,18.0,4.1,7.7,0.0,11.8,11.8
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT1,1.0,5.6,9.15,0.0,14.75,14.75
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT1,1.0,5.6,9.15,0.0,14.75,14.75
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT2,1.0,5.6,9.1,0.0,14.7,14.7
Gabriel BURTANETE,ROU,2022-10-09,m,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT2,1.0,5.6,9.1,0.1,14.6,14.6
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,59.0,5.6,7.5,0.0,13.1,13.1
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",HB,52.0,4.2,8.633,0.0,12.833,12.832999999999998
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PB,44.0,5.3,8.233,0.0,13.533,13.533000000000001
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,56.0,4.4,8.3,0.0,12.7,12.700000000000001
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",SR,19.0,4.9,8.833,0.0,13.733,13.733
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,final,"Munich, Germany",VT1,5.0,5.6,9.066,0.1,14.566,14.566
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,4.0,5.6,9.233,0.0,14.833,14.833
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,3.0,5.6,9.233,0.0,14.833,14.833
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,final,"Munich, Germany",VT2,5.0,5.6,8.766,0.3,14.066,14.065999999999999
Gabriel BURTANETE,ROU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT2,3.0,5.6,9.033,0.0,14.633,14.633
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,10.0,5.6,7.75,0.0,13.35,13.35
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",PB,7.0,4.9,7.7,0.0,12.6,12.600000000000001
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,7.0,5.3,8.2,0.0,13.5,13.5
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,1.0,5.6,9.25,0.0,14.85,14.85
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,1.0,5.6,9.05,0.0,14.65,14.65
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,1.0,5.2,8.95,0.0,14.15,14.149999999999999
Gabriel BURTANETE,ROU,2022-03-29,m,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,1.0,5.2,8.95,0.0,14.15,14.149999999999999
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,12.0,5.6,7.866,0.0,13.466,13.466
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,38.0,4.1,6.866,0.0,10.966,10.966
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",SR,13.0,5.1,8.233,0.0,13.333,13.333
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,final,"Baku, Azerbaijan",VT1,8.0,5.6,7.966,0.3,13.266,13.265999999999998
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,4.0,5.6,9.066,0.0,14.666,14.666
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,final,"Baku, Azerbaijan",VT2,8.0,5.6,7.933,0.3,13.233,13.232999999999999
Gabriel BURTANETE,ROU,2023-03-12,m,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT2,4.0,5.6,9.133,0.0,14.733,14.732999999999999
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,19.0,5.6,7.933,0.3,13.233,13.232999999999999
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,48.0,5.6,7.766,0.0,13.366,13.366
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,21.0,4.5,7.166,0.0,11.666,11.666
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,93.0,4.1,8.0,0.0,12.1,12.1
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,20.0,5.0,8.266,0.0,13.266,13.266
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,22.0,5.0,8.933,0.0,13.933,13.933
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,15.0,4.4,8.333,0.0,12.733,12.733
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,52.0,4.4,8.433,0.0,12.833,12.833
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,22.0,5.1,8.566,0.0,13.666,13.666
Gabriel BURTANETE,ROU,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,5.0,5.1,8.4,0.0,13.5,13.5
