Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_AAqual,round_TeamFinal,round_TeamQual,round_final,round_qual
1.0,5.2,9.45,0.0,14.65,2022,58,48,False,False,False,False,False,True
7.0,5.2,8.9,0.0,14.1,2022,58,48,False,False,False,False,True,False
1.0,5.2,9.35,0.0,14.55,2022,58,48,False,False,False,False,False,True
22.0,5.2,9.2,0.0,14.4,2023,58,48,False,False,False,False,False,True
4.0,5.2,9.2,0.0,14.4,2023,58,48,False,False,False,False,True,False
3.0,5.2,9.3,0.0,14.5,2023,58,48,False,False,False,False,False,True
4.0,5.2,9.366,0.0,14.566,2023,58,48,False,False,False,False,True,False
3.0,5.2,9.333,0.0,14.533,2023,58,48,False,False,False,False,False,True
62.0,4.8,9.066,0.1,13.766,2023,58,48,False,False,False,False,False,True
0.0,3.0,7.95,0.0,10.95,2022,644,44,False,True,False,False,False,False
10.0,5.2,8.85,0.0,14.05,2023,177,83,False,False,False,False,False,True
10.0,4.0,8.75,0.0,12.75,2023,177,83,False,False,False,False,False,True
16.0,5.2,9.0,0.1,14.1,2023,177,83,False,False,False,False,False,True
16.0,4.0,9.15,0.0,13.15,2023,177,83,False,False,False,False,False,True
19.0,5.2,8.05,0.3,12.95,2022,177,83,False,False,False,False,False,True
19.0,4.0,9.1,0.0,13.1,2022,177,83,False,False,False,False,False,True
24.0,5.2,7.966,0.3,12.866,2023,177,83,False,False,False,False,False,True
24.0,5.2,8.866,0.0,14.066,2023,177,83,False,False,False,False,False,True
16.0,5.2,7.866,0.1,12.966,2023,177,83,False,False,False,False,False,True
16.0,5.2,8.5,0.1,13.6,2023,177,83,False,False,False,False,False,True
3.0,5.2,8.866,0.0,14.066,2023,177,83,False,False,False,False,True,False
2.0,5.2,9.2,0.0,14.4,2023,177,83,False,False,False,False,False,True
3.0,5.2,8.966,0.0,14.166,2023,177,83,False,False,False,False,True,False
2.0,5.2,8.9,0.0,14.1,2023,177,83,False,False,False,False,False,True
0.0,5.2,8.9,0.0,14.1,2022,292,93,False,False,False,False,False,True
0.0,5.2,8.8,0.1,13.9,2022,292,93,False,False,False,False,True,False
12.0,5.2,9.0,0.0,14.2,2023,292,93,True,False,False,False,False,False
11.0,5.2,9.05,0.0,14.25,2022,292,93,True,False,False,False,False,False
0.0,5.2,8.5,0.1,13.6,2023,292,93,False,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2023,292,93,False,False,False,False,True,False
0.0,5.2,8.95,0.0,14.15,2023,292,93,True,False,False,False,False,False
27.0,5.2,7.8,0.1,12.9,2022,638,8,False,False,False,False,False,True
14.0,5.2,8.1,0.3,13.0,2022,638,8,False,False,False,False,False,True
14.0,4.4,8.933,0.0,13.333,2022,638,8,False,False,False,False,False,True
33.0,4.0,7.55,0.0,11.55,2022,128,33,False,False,False,False,False,True
22.0,5.2,9.1,0.0,14.3,2022,675,36,False,False,False,False,False,True
22.0,3.2,8.866,0.0,12.066,2022,675,36,False,False,False,False,False,True
89.0,5.2,7.933,0.1,13.033,2022,675,36,False,False,False,False,False,True
23.0,5.2,7.933,0.1,13.033,2022,675,36,False,False,False,False,False,True
23.0,4.4,8.966,0.1,13.266,2022,675,36,False,False,False,False,False,True
11.0,5.2,8.5,0.1,13.6,2022,302,97,True,False,False,False,False,False
0.0,5.2,7.85,0.0,13.05,2022,302,97,False,True,False,False,False,False
0.0,4.0,9.433,0.0,13.433,2022,303,33,False,False,False,False,False,True
0.0,5.2,8.633,0.0,13.833,2022,303,33,False,False,False,False,False,True
0.0,4.4,8.5,0.1,12.8,2022,523,84,False,True,False,False,False,False
23.0,5.2,9.2,0.0,14.4,2022,693,12,False,False,False,False,False,True
0.0,5.2,9.45,0.0,14.65,2023,693,12,False,False,False,False,False,True
0.0,5.2,8.933,0.1,14.033,2023,693,12,False,False,True,False,False,False
140.0,1.8,7.7,0.0,9.5,2023,693,12,False,False,False,False,False,True
0.0,5.2,9.033,0.1,14.133,2023,693,12,False,False,True,False,False,False
0.0,5.2,9.2,0.1,14.3,2023,693,12,False,False,False,True,False,False
15.0,5.2,9.35,0.0,14.55,2023,693,12,False,False,False,False,False,True
3.0,5.2,9.166,0.0,14.366,2023,693,12,True,False,False,False,False,False
73.0,4.8,8.9,0.0,13.7,2022,396,94,False,False,False,False,False,True
19.0,4.8,9.066,0.0,13.866,2023,396,94,True,False,False,False,False,False
73.0,4.8,9.2,0.0,14.0,2023,396,94,False,False,False,False,False,True
5.0,4.8,9.166,0.0,13.966,2023,671,63,False,False,False,False,True,False
8.0,4.8,9.266,0.0,14.066,2023,671,63,False,False,False,False,False,True
5.0,4.0,9.3,0.0,13.3,2023,671,63,False,False,False,False,True,False
8.0,4.0,9.266,0.0,13.266,2023,671,63,False,False,False,False,False,True
73.0,4.8,9.2,0.0,14.0,2023,671,63,False,False,False,False,False,True
19.0,4.8,9.2,0.0,14.0,2023,671,63,False,False,False,False,False,True
19.0,4.0,9.433,0.0,13.433,2023,671,63,False,False,False,False,False,True
30.0,4.8,8.933,0.0,13.733,2023,671,63,False,False,False,False,False,True
30.0,4.0,9.0,0.0,13.0,2023,671,63,False,False,False,False,False,True
0.0,5.2,9.0,0.0,14.2,2023,350,20,False,False,True,False,False,False
68.0,4.8,9.233,0.0,14.033,2023,169,20,False,False,False,False,False,True
2.0,4.8,9.25,0.0,14.05,2023,169,20,True,False,False,False,False,False
7.0,4.8,9.0,0.0,13.8,2023,169,20,False,False,False,False,False,True
9.0,4.8,9.033,0.0,13.833,2023,169,20,True,False,False,False,False,False
0.0,4.8,8.833,0.0,13.633,2023,168,20,False,False,True,False,False,False
0.0,4.8,9.2,0.0,14.0,2023,168,20,False,False,False,True,False,False
55.0,4.8,8.45,0.0,13.25,2023,108,93,True,False,False,False,False,False
17.0,5.2,9.1,0.1,14.2,2023,436,93,True,False,False,False,False,False
0.0,2.4,8.3,0.1,10.6,2023,393,70,False,False,False,True,False,False
0.0,4.2,8.9,0.0,13.1,2022,474,97,False,True,False,False,False,False
17.0,4.8,8.95,0.0,13.75,2022,74,33,False,False,False,False,False,True
0.0,4.8,9.133,0.1,13.833,2023,289,62,False,False,False,True,False,False
22.0,4.0,8.766,0.1,12.666,2023,95,50,True,False,False,False,False,False
0.0,4.0,8.767,0.0,12.767,2023,96,50,False,False,False,True,False,False
14.0,5.2,8.8,0.1,13.9,2023,55,49,False,False,False,False,False,True
14.0,4.0,8.966,0.1,12.866,2023,55,49,False,False,False,False,False,True
0.0,4.6,8.85,0.3,13.15,2022,252,28,False,True,False,False,False,False
17.0,2.8,8.15,0.3,10.65,2022,590,84,True,False,False,False,False,False
0.0,4.0,9.15,0.0,13.15,2022,590,84,False,True,False,False,False,False
0.0,4.0,9.1,0.0,13.1,2023,233,18,False,False,False,True,False,False
34.0,5.2,8.05,0.1,13.15,2022,482,93,True,False,False,False,False,False
12.0,5.2,9.15,0.0,14.35,2023,482,93,True,False,False,False,False,False
0.0,5.2,8.75,0.1,13.85,2023,482,93,False,False,False,False,False,True
0.0,5.2,8.2,0.0,13.4,2023,482,93,False,False,False,False,True,False
0.0,5.2,9.35,0.1,14.45,2023,482,93,True,False,False,False,False,False
24.0,5.2,8.85,0.1,13.95,2023,662,10,False,False,False,False,False,True
0.0,4.8,8.7,0.0,13.5,2022,125,93,False,False,False,False,False,True
0.0,4.8,8.85,0.0,13.65,2022,125,93,False,False,False,False,True,False
23.0,4.8,8.75,0.0,13.55,2023,125,93,True,False,False,False,False,False
47.0,5.2,8.25,0.0,13.45,2023,125,93,True,False,False,False,False,False
17.0,4.8,9.15,0.0,13.95,2023,669,93,True,False,False,False,False,False
26.0,4.8,9.15,0.0,13.95,2023,669,93,True,False,False,False,False,False
79.0,4.0,9.2,0.0,13.2,2022,144,46,False,False,False,False,False,True
52.0,5.2,8.2,0.0,13.4,2023,508,93,True,False,False,False,False,False
14.0,5.2,9.4,0.0,14.6,2023,424,32,False,False,False,False,False,True
14.0,5.6,7.75,0.1,13.25,2023,424,32,False,False,False,False,False,True
23.0,5.2,7.933,0.3,12.833,2022,336,33,True,False,False,False,False,False
34.0,5.2,9.066,0.0,14.266,2022,336,33,False,False,False,False,False,True
12.0,5.2,9.0,0.1,14.1,2022,336,33,False,False,False,False,False,True
26.0,5.2,9.2,0.1,14.3,2022,336,33,False,False,False,False,False,True
20.0,4.8,9.15,0.0,13.95,2022,300,93,True,False,False,False,False,False
36.0,4.8,8.95,0.0,13.75,2023,87,93,True,False,False,False,False,False
128.0,5.0,7.9,0.3,12.6,2022,48,85,False,False,False,False,False,True
27.0,5.0,7.9,0.3,12.6,2022,48,85,False,False,False,False,False,True
8.0,5.6,7.9,0.1,13.4,2023,48,85,False,False,False,False,False,True
7.0,5.6,7.8,0.0,13.4,2023,48,85,False,False,False,False,True,False
8.0,5.0,9.25,0.0,14.25,2023,48,85,False,False,False,False,False,True
7.0,5.0,9.166,0.0,14.166,2023,48,85,False,False,False,False,True,False
4.0,5.6,9.1,0.0,14.7,2022,48,85,False,False,False,False,True,False
30.0,5.0,9.233,0.0,14.233,2022,48,85,False,False,False,False,False,True
8.0,5.0,9.233,0.0,14.233,2022,48,85,False,False,False,False,False,True
23.0,5.6,7.8,0.0,13.4,2022,48,85,False,False,True,False,False,False
4.0,5.0,9.3,0.0,14.3,2022,48,85,False,False,False,False,True,False
8.0,5.6,8.933,0.0,14.533,2022,48,85,False,False,False,False,False,True
65.0,4.0,9.066,0.0,13.066,2023,20,3,False,False,False,False,False,True
32.0,4.8,8.45,0.0,13.25,2022,311,93,True,False,False,False,False,False
89.0,4.8,8.766,0.0,13.566,2022,694,68,False,False,False,False,False,True
25.0,4.8,8.766,0.0,13.566,2022,694,68,False,False,False,False,False,True
25.0,4.0,8.1,0.1,12.0,2022,694,68,False,False,False,False,False,True
20.0,4.8,9.033,0.0,13.833,2022,695,68,False,False,False,False,False,True
20.0,4.0,9.166,0.0,13.166,2022,695,68,False,False,False,False,False,True
12.0,4.8,9.133,0.1,13.833,2022,695,68,False,False,False,False,False,True
12.0,4.0,9.033,0.0,13.033,2022,695,68,False,False,False,False,False,True
0.0,4.8,8.933,0.1,13.633,2023,696,68,True,False,False,False,False,False
14.0,5.2,7.7,0.0,12.9,2023,14,5,False,False,False,False,False,True
14.0,4.8,8.55,0.1,13.25,2023,14,5,False,False,False,False,False,True
72.0,4.8,8.833,0.1,13.533,2022,14,5,False,False,False,False,False,True
20.0,5.2,7.95,0.0,13.15,2022,14,5,False,False,False,False,False,True
20.0,4.8,8.05,0.1,12.75,2022,14,5,False,False,False,False,False,True
6.0,5.2,8.95,0.0,14.15,2022,467,62,False,False,False,False,True,False
6.0,5.2,9.3,0.1,14.4,2022,467,62,False,False,False,False,False,True
6.0,4.0,9.05,0.0,13.05,2022,467,62,False,False,False,False,True,False
6.0,4.0,9.25,0.0,13.25,2022,467,62,False,False,False,False,False,True
4.0,4.8,9.15,0.0,13.95,2023,467,62,True,False,False,False,False,False
16.0,4.8,8.7,0.1,13.4,2023,467,62,False,False,False,False,False,True
0.0,4.8,8.867,0.1,13.567,2023,468,62,False,False,True,False,False,False
0.0,5.2,8.6,0.0,13.8,2023,468,62,False,False,False,True,False,False
15.0,4.8,9.3,0.0,14.1,2022,569,93,True,False,False,False,False,False
75.0,4.0,8.9,0.3,12.6,2023,511,71,False,False,False,False,False,True
60.0,4.8,9.3,0.0,14.1,2023,377,73,False,False,False,False,False,True
85.0,4.4,9.066,0.0,13.466,2023,377,73,False,False,False,False,False,True
7.0,5.2,9.266,0.0,14.466,2022,617,73,False,False,False,False,False,True
8.0,5.2,8.033,0.0,13.233,2022,617,73,False,False,False,False,True,False
8.0,5.2,8.9,0.0,14.1,2022,617,73,False,False,False,False,True,False
7.0,5.2,9.033,0.0,14.233,2022,617,73,False,False,False,False,False,True
15.0,4.8,8.266,0.3,12.766,2022,617,73,False,False,False,False,False,True
14.0,5.2,8.7,0.1,13.8,2022,617,73,False,False,False,False,False,True
14.0,4.8,8.9,0.0,13.7,2022,617,73,False,False,False,False,False,True
12.0,5.2,8.55,0.0,13.75,2023,617,73,False,False,False,False,False,True
12.0,5.2,7.85,0.1,12.95,2023,617,73,False,False,False,False,False,True
77.0,5.6,7.966,0.3,13.266,2022,617,73,False,False,False,False,False,True
21.0,5.6,7.966,0.3,13.266,2022,617,73,False,False,False,False,False,True
21.0,5.2,8.666,0.0,13.866,2022,617,73,False,False,False,False,False,True
97.0,5.6,8.5,0.3,13.8,2023,617,73,False,False,False,False,False,True
29.0,5.6,8.5,0.3,13.8,2023,617,73,False,False,False,False,False,True
16.0,5.2,9.2,0.0,14.4,2023,617,73,False,False,False,False,False,True
14.0,5.6,8.3,0.0,13.9,2023,618,73,False,False,False,False,False,True
14.0,5.2,8.833,0.1,13.933,2023,618,73,False,False,False,False,False,True
49.0,5.6,7.966,0.0,13.566,2023,618,73,False,False,False,False,False,True
14.0,5.6,7.966,0.0,13.566,2023,618,73,False,False,False,False,False,True
14.0,5.6,7.866,0.0,13.466,2023,618,73,False,False,False,False,False,True
8.0,5.2,8.8,0.1,13.9,2023,618,73,False,False,False,False,True,False
6.0,5.2,9.2,0.0,14.4,2023,618,73,False,False,False,False,False,True
8.0,5.6,7.866,0.1,13.366,2023,618,73,False,False,False,False,True,False
6.0,5.6,8.966,0.0,14.566,2023,618,73,False,False,False,False,False,True
122.0,4.0,8.766,0.0,12.766,2022,466,7,False,False,False,False,False,True
29.0,5.2,9.266,0.1,14.366,2023,285,21,False,False,False,False,False,True
35.0,4.8,9.3,0.0,14.1,2023,285,21,False,False,False,False,False,True
7.0,4.8,9.15,0.1,13.85,2022,453,21,False,False,False,False,False,True
6.0,4.8,9.1,0.1,13.8,2022,453,21,False,False,False,False,True,False
7.0,4.8,8.85,0.0,13.65,2022,453,21,False,False,False,False,False,True
6.0,4.8,8.8,0.1,13.5,2022,453,21,False,False,False,False,True,False
10.0,4.8,9.15,0.3,13.65,2022,453,21,True,False,False,False,False,False
0.0,4.8,9.35,0.0,14.15,2022,453,21,False,True,False,False,False,False
24.0,4.8,8.499999999999998,0.1,13.2,2023,609,33,False,False,False,False,False,True
7.0,5.2,9.033,0.0,14.233,2023,411,49,True,False,False,False,False,False
56.0,5.2,8.233,0.0,13.433,2023,411,49,False,False,False,False,False,True
20.0,5.2,8.95,0.0,14.15,2023,411,49,False,False,False,False,False,True
0.0,4.0,8.833,0.0,12.833,2023,49,18,False,False,False,True,False,False
0.0,5.6,8.833,0.0,14.433,2023,425,85,False,False,True,False,False,False
33.0,5.6,8.866,0.1,14.366,2023,425,85,False,False,False,False,False,True
6.0,5.6,8.9,0.0,14.5,2023,425,85,False,False,False,False,True,False
9.0,5.6,9.0,0.1,14.5,2023,425,85,False,False,False,False,False,True
8.0,5.6,9.0,0.1,14.5,2023,425,85,False,False,False,False,False,True
6.0,5.2,8.8,0.1,13.9,2023,425,85,False,False,False,False,True,False
8.0,5.2,9.033,0.0,14.233,2023,425,85,False,False,False,False,False,True
98.0,4.0,8.933,0.1,12.833,2022,633,38,False,False,False,False,False,True
0.0,4.8,8.95,0.0,13.75,2022,251,3,False,True,False,False,False,False
133.0,4.8,8.266,0.1,12.966,2023,585,62,False,False,False,False,False,True
7.0,4.8,9.0,0.0,13.8,2023,585,62,False,False,False,False,False,True
8.0,4.8,9.066,0.0,13.866,2023,585,62,True,False,False,False,False,False
73.0,4.8,8.9,0.0,13.7,2022,182,71,False,False,False,False,False,True
0.0,4.8,9.1,0.1,13.8,2023,180,71,False,False,False,True,False,False
0.0,3.2,8.5,0.0,11.7,2022,186,79,False,True,False,False,False,False
44.0,4.8,8.833,0.0,13.633,2023,33,38,False,False,False,False,False,True
5.0,5.6,9.1,0.0,14.7,2022,654,49,False,False,False,False,False,True
5.0,5.6,9.166,0.0,14.766,2022,654,49,False,False,False,False,True,False
5.0,5.2,8.966,0.0,14.166,2022,654,49,False,False,False,False,False,True
5.0,5.2,8.9,0.1,14.0,2022,654,49,False,False,False,False,True,False
7.0,5.6,8.55,0.0,14.15,2023,654,49,False,False,False,False,True,False
5.0,5.6,9.1,0.0,14.7,2023,654,49,False,False,False,False,False,True
5.0,4.8,9.2,0.0,14.0,2023,654,49,False,False,False,False,False,True
7.0,2.8,8.6,0.0,11.4,2023,654,49,False,False,False,False,True,False
0.0,4.8,8.966,0.0,13.766,2022,237,33,False,False,False,False,False,True
0.0,4.0,9.366,0.0,13.366,2022,237,33,False,False,False,False,False,True
24.0,4.8,9.2,0.0,14.0,2023,157,93,True,False,False,False,False,False
0.0,5.2,7.933,0.3,12.833,2023,586,62,False,False,False,True,False,False
127.0,4.8,8.133,0.3,12.633,2022,326,65,False,False,False,False,False,True
60.0,4.8,9.1,0.1,13.8,2022,326,65,False,False,False,False,False,True
102.0,4.8,9.0,0.1,13.7,2023,326,65,False,False,False,False,False,True
77.0,4.8,8.866,0.0,13.666,2023,326,65,False,False,False,False,False,True
100.0,4.8,8.3,0.3,12.8,2022,456,47,False,False,False,False,False,True
13.0,4.8,8.9,0.0,13.7,2023,456,47,False,False,False,False,False,True
13.0,4.0,8.9,0.0,12.9,2023,456,47,False,False,False,False,False,True
71.0,4.8,8.9,0.0,13.7,2023,456,47,False,False,False,False,False,True
9.0,4.8,9.65,0.0,14.45,2022,680,93,True,False,False,False,False,False
0.0,5.2,8.533,0.0,13.733,2022,714,10,False,False,True,False,False,False
38.0,5.2,9.0,0.0,14.2,2022,714,10,False,False,False,False,False,True
10.0,5.2,9.0,0.0,14.2,2022,714,10,False,False,False,False,False,True
10.0,5.2,9.033,0.0,14.233,2022,714,10,False,False,False,False,False,True
22.0,5.2,9.2,0.0,14.4,2023,714,10,False,False,False,False,False,True
15.0,5.2,9.2,0.0,14.4,2023,714,10,False,False,False,False,False,True
15.0,5.2,8.8,0.0,14.0,2023,714,10,False,False,False,False,False,True
4.0,5.2,9.333,0.0,14.533,2023,714,10,False,False,False,False,True,False
1.0,5.2,9.1,0.0,14.3,2023,714,10,False,False,False,False,False,True
4.0,5.2,8.533,0.0,13.733,2023,714,10,False,False,False,False,True,False
1.0,5.2,9.3,0.0,14.5,2023,714,10,False,False,False,False,False,True
6.0,5.2,9.1,0.0,14.3,2023,715,10,False,False,False,False,True,False
2.0,5.2,9.2,0.0,14.4,2023,715,10,False,False,False,False,False,True
6.0,5.2,7.75,0.3,12.65,2023,715,10,False,False,False,False,True,False
2.0,5.2,9.2,0.0,14.4,2023,715,10,False,False,False,False,False,True
4.0,5.2,9.366,0.1,14.466,2023,715,10,False,False,False,False,True,False
3.0,5.2,9.0,0.0,14.2,2023,715,10,False,False,False,False,False,True
3.0,5.2,9.05,0.1,14.15,2023,715,10,False,False,False,False,False,True
4.0,5.2,8.9,0.1,14.0,2023,715,10,False,False,False,False,True,False
2.0,5.2,9.333,0.0,14.533,2023,715,10,False,False,False,False,True,False
6.0,5.2,9.2,0.0,14.4,2023,715,10,False,False,False,False,False,True
2.0,5.2,9.1,0.0,14.3,2023,715,10,False,False,False,False,True,False
6.0,5.2,9.4,0.0,14.6,2023,715,10,False,False,False,False,False,True
3.0,5.2,9.1,0.0,14.3,2023,553,48,False,False,False,False,False,True
4.0,5.2,9.3,0.0,14.5,2023,553,48,False,False,False,False,True,False
3.0,5.2,8.9,0.0,14.1,2023,553,48,False,False,False,False,False,True
4.0,5.2,9.2,0.0,14.4,2023,553,48,False,False,False,False,True,False
33.0,5.2,9.1,0.1,14.2,2022,553,48,False,False,False,False,False,True
19.0,5.2,9.1,0.1,14.2,2022,553,48,False,False,False,False,False,True
19.0,5.2,7.833,0.1,12.933,2022,553,48,False,False,False,False,False,True
5.0,5.2,8.033,0.0,13.233,2022,553,48,False,False,False,False,True,False
8.0,5.2,7.95,0.1,13.05,2022,553,48,False,False,False,False,False,True
8.0,5.2,9.3,0.0,14.5,2022,553,48,False,False,False,False,False,True
5.0,5.2,8.933,0.0,14.133,2022,553,48,False,False,False,False,True,False
5.0,5.2,8.0,0.0,13.2,2022,553,48,False,False,False,False,True,False
4.0,5.2,8.75,0.0,13.95,2022,553,48,False,False,False,False,False,True
5.0,5.2,9.1,0.1,14.2,2022,553,48,False,False,False,False,True,False
4.0,5.2,8.95,0.0,14.15,2022,553,48,False,False,False,False,False,True
52.0,5.2,9.0,0.0,14.2,2023,553,48,False,False,False,False,False,True
26.0,5.2,9.033,0.0,14.233,2023,553,48,False,False,False,False,False,True
1.0,5.2,8.8,0.0,14.0,2023,553,48,False,False,False,False,False,True
3.0,5.2,8.2,0.1,13.3,2023,553,48,False,False,False,False,True,False
3.0,5.2,9.0,0.1,14.1,2023,553,48,False,False,False,False,True,False
1.0,5.2,9.2,0.0,14.4,2023,553,48,False,False,False,False,False,True
22.0,5.2,8.9,0.0,14.1,2023,553,48,False,False,False,False,False,True
25.0,5.2,8.633,0.0,13.833,2023,713,91,False,False,False,False,False,True
25.0,4.8,8.566,0.0,13.366,2023,713,91,False,False,False,False,False,True
7.0,5.2,7.766,0.1,12.866,2023,713,91,False,False,False,False,True,False
7.0,5.2,9.0,0.0,14.2,2023,713,91,False,False,False,False,False,True
7.0,4.8,9.0,0.1,13.7,2023,713,91,False,False,False,False,True,False
7.0,4.8,8.7,0.0,13.5,2023,713,91,False,False,False,False,False,True
70.0,5.2,7.766,0.0,12.966,2023,712,91,False,False,False,False,False,True
27.0,4.8,8.75,0.1,13.45,2022,274,93,True,False,False,False,False,False
40.0,4.8,8.85,0.0,13.65,2023,274,93,True,False,False,False,False,False
0.0,4.8,8.65,0.0,13.45,2023,274,93,False,False,False,False,False,True
0.0,4.8,8.65,0.0,13.45,2023,274,93,False,False,False,False,True,False
0.0,4.8,8.7,0.0,13.5,2023,274,93,True,False,False,False,False,False
59.0,4.8,9.066,0.0,13.866,2022,345,65,False,False,False,False,False,True
53.0,4.8,9.1,0.0,13.9,2022,345,65,False,False,False,False,False,True
55.0,5.2,9.066,0.1,14.166,2023,345,65,False,False,False,False,False,True
0.0,5.2,9.5,0.0,14.7,2022,138,93,False,False,False,False,False,True
0.0,5.2,9.6,0.0,14.8,2022,138,93,False,False,False,False,True,False
4.0,5.2,9.65,0.0,14.85,2023,138,93,True,False,False,False,False,False
0.0,5.2,9.5,0.0,14.7,2023,138,93,False,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2023,138,93,False,False,False,False,True,False
3.0,5.2,9.45,0.0,14.65,2022,312,33,False,False,False,False,False,True
21.0,4.8,8.933,0.0,13.733,2023,312,33,True,False,False,False,False,False
114.0,5.6,8.2,0.3,13.5,2023,312,33,False,False,False,False,False,True
7.0,5.2,8.7,0.1,13.8,2022,312,28,True,False,False,False,False,False
0.0,5.2,9.15,0.0,14.35,2022,312,28,False,True,False,False,False,False
20.0,4.8,8.133,0.0,12.933,2023,272,0,False,False,False,False,False,True
20.0,4.0,8.766,0.1,12.666,2023,272,0,False,False,False,False,False,True
15.0,4.0,8.9,0.0,12.9,2023,488,45,True,False,False,False,False,False
12.0,4.0,9.05,0.0,13.05,2022,30,6,False,False,False,False,False,True
43.0,4.4,8.75,0.1,13.05,2023,612,3,False,False,False,False,False,True
7.0,5.2,8.9,0.0,14.1,2023,313,3,False,False,False,False,True,False
8.0,5.2,8.15,0.0,13.35,2023,313,3,False,False,False,False,False,True
7.0,5.2,8.65,0.0,13.85,2023,313,3,False,False,False,False,True,False
8.0,5.2,8.95,0.0,14.15,2023,313,3,False,False,False,False,False,True
8.0,5.2,8.0,0.0,13.2,2023,313,3,False,False,False,False,True,False
4.0,5.2,9.1,0.1,14.2,2023,313,3,False,False,False,False,False,True
8.0,5.2,8.7,0.0,13.9,2023,313,3,False,False,False,False,True,False
4.0,5.2,9.1,0.1,14.2,2023,313,3,False,False,False,False,False,True
85.0,5.2,8.733,0.0,13.933,2023,313,3,False,False,False,False,False,True
17.0,5.2,8.733,0.0,13.933,2023,313,3,False,False,False,False,False,True
17.0,5.2,9.0,0.0,14.2,2023,313,3,False,False,False,False,False,True
12.0,5.2,7.95,0.3,12.85,2023,313,3,False,False,False,False,False,True
12.0,5.2,7.5,0.1,12.6,2023,313,3,False,False,False,False,False,True
0.0,5.2,9.333,0.0,14.533,2023,313,3,True,False,False,False,False,False
46.0,5.2,8.35,0.1,13.45,2023,304,93,True,False,False,False,False,False
27.0,4.8,9.1,0.0,13.9,2023,301,93,True,False,False,False,False,False
0.0,4.8,8.8,0.0,13.6,2023,301,93,False,False,False,False,False,True
0.0,4.8,9.1,0.0,13.9,2023,301,93,False,False,False,False,True,False
25.0,5.2,8.8,0.1,13.9,2023,667,53,False,False,False,False,False,True
2.0,5.6,9.3,0.0,14.9,2022,137,53,True,False,False,False,False,False
0.0,5.6,8.566,0.3,13.866,2022,137,53,False,False,True,False,False,False
4.0,5.6,9.1,0.0,14.7,2022,137,53,False,False,False,False,False,True
2.0,5.6,9.4,0.0,15.0,2023,137,53,True,False,False,False,False,False
0.0,5.6,9.3,0.0,14.9,2023,137,53,False,False,True,False,False,False
32.0,5.6,9.066,0.3,14.366,2023,137,53,False,False,False,False,False,True
3.0,5.6,9.166,0.0,14.766,2023,137,53,False,False,False,False,False,True
26.0,5.2,8.866,0.0,14.066,2023,357,42,False,False,False,False,False,True
26.0,4.0,8.933,0.0,12.933,2023,357,42,False,False,False,False,False,True
7.0,5.2,9.4,0.0,14.6,2022,382,93,True,False,False,False,False,False
25.0,5.2,8.8,0.0,14.0,2023,382,93,True,False,False,False,False,False
8.0,5.2,9.266,0.0,14.466,2022,630,67,True,False,False,False,False,False
20.0,5.2,9.233,0.0,14.433,2022,630,67,False,False,False,False,False,True
14.0,5.2,9.3,0.0,14.5,2022,630,67,False,False,False,False,False,True
39.0,5.2,9.1,0.0,14.3,2023,630,67,False,False,False,False,False,True
20.0,5.2,7.9,0.0,13.1,2023,630,67,True,False,False,False,False,False
8.0,5.2,9.3,0.0,14.5,2023,630,67,False,False,False,False,False,True
2.0,5.6,9.133,0.0,14.733,2022,266,33,False,False,False,False,True,False
21.0,5.6,7.8,0.0,13.4,2022,266,33,False,False,False,False,False,True
2.0,5.2,9.133,0.0,14.333,2022,266,33,False,False,False,False,True,False
21.0,5.2,9.1,0.1,14.2,2022,266,33,False,False,False,False,False,True
5.0,5.6,8.6,0.0,14.2,2023,266,33,False,False,False,False,False,True
2.0,5.6,8.55,0.0,14.15,2023,266,33,False,False,False,False,True,False
2.0,5.6,9.3,0.0,14.9,2023,266,33,False,False,False,False,True,False
5.0,5.6,8.35,0.0,13.95,2023,266,33,False,False,False,False,False,True
0.0,5.6,9.266,0.0,14.866,2023,266,33,False,False,True,False,False,False
7.0,5.6,9.033,0.1,14.533,2023,266,33,False,False,False,False,True,False
20.0,5.6,8.966,0.1,14.466,2023,266,33,False,False,False,False,False,True
4.0,5.6,8.966,0.1,14.466,2023,266,33,False,False,False,False,False,True
7.0,5.6,9.033,0.3,14.333,2023,266,33,False,False,False,False,True,False
4.0,5.6,9.366,0.0,14.966,2023,266,33,False,False,False,False,False,True
2.0,5.6,9.166,0.0,14.766,2023,266,33,False,False,False,False,True,False
7.0,5.6,9.133,0.0,14.733,2023,266,33,False,False,False,False,False,True
2.0,5.6,9.266,0.0,14.866,2023,266,33,False,False,False,False,True,False
7.0,5.6,8.633,0.3,13.933,2023,266,33,False,False,False,False,False,True
2.0,5.6,9.0,0.0,14.6,2023,266,33,False,False,False,False,True,False
2.0,5.6,9.1,0.0,14.7,2023,266,33,False,False,False,False,False,True
2.0,5.6,9.45,0.0,15.05,2023,266,33,False,False,False,False,True,False
2.0,5.6,9.1,0.0,14.7,2023,266,33,False,False,False,False,False,True
7.0,5.6,9.166,0.0,14.766,2023,266,33,False,False,False,False,True,False
1.0,5.6,9.4,0.0,15.0,2023,266,33,False,False,False,False,False,True
